店铺长ID,店铺名称,地址,店铺分类,品类,省,市,区,手机
4791437,翻糖紀,余姚市富达广场C区18号（圆缘园往里100米）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市富达广场C区,15867455993
871362291,牛骨头面馆（世贸中心店）,海曙区车轿街23号临,餐饮,小吃快餐,浙江省,宁波,海曙区,18067417567
1490507,宁波阳光豪生大酒店豪生咖啡厅,海曙区中山西路1288号,餐饮,饮品店,浙江省,宁波,海曙区,0574-55719999
6363725,老陕西面馆（恒茂商业广场店）,海曙区广安路240号,餐饮,小吃快餐,浙江省,宁波,海曙区,13884450358
1907551758,博多一豚轩（万象汇店）,鄞州区钱湖北路351号万象汇B1楼,餐饮,日本菜,浙江省,宁波,鄞州区,0574-88159551/18106670898
41328275,MY·girl蜜菓（坎胜路店）,慈溪市坎胜路769号（华润万家西30米）,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,15268888609/13486456569
1858245,汉堡小子（新华街店）,慈溪市新华路257号（三江超市往北10米）,餐饮,慈溪西餐,浙江省,宁波,慈溪市,0574-63245468
849095,宁海食府（天一阁望京店）,海曙区望京路94、96号,餐饮,江河湖海鲜,浙江省,宁波,海曙区,0574-87223777
6234671,江南鱼捞（北仑银泰城店）,北仑区中河路399号银泰城4楼4055号,餐饮,火锅,浙江省,宁波,北仑区,0574-86808808
6621858,小潘特色烤鱼烧烤,余姚市世南东路182号（南园新村-东区对面）,餐饮,余姚香锅烤鱼,浙江省,宁波,余姚市世南东路182号（南园新村-东区,18058548848/18058568858
178837852,原始泥炉烤肉（宁波总店）,海曙区船埠巷167号,餐饮,中式烧烤/烤串,浙江省,宁波,海曙区,0574-88356585
6321918,桥头排骨（南雷路店）,余姚市南雷路10号,餐饮,余姚小吃快餐,浙江省,宁波,余姚市,15967823380/15057429129
848897,自由天天（南雷路店）,余姚市南雷路228号（老南站广场对面）,餐饮,余姚饮品店,浙江省,宁波,余姚市,0574-62737977
178837852,原始泥炉烤肉（宁波总店）,海曙区船埠巷167号,餐饮,中式烧烤/烤串,浙江省,宁波,海曙区,0574-88356585
4749463,来德火锅,镇海区骆驼街道慈海南路566号,餐饮,火锅,浙江省,宁波,镇海区,0574-86593180
849739,甬正麻辣香锅（鄞州万达广场店）,鄞州区四明中路999号鄞州万达广场7号二楼阿拉宁波2F-2202,餐饮,香锅烤鱼,浙江省,宁波,鄞州区,0574-88086318/15267857987
1384678800,渔满仓海鲜人家·十年海鲜老店·夜宵开启,象山县渔港东路渔港北路26号,餐饮,象山江河湖海鲜,浙江省,宁波,象山县,0574-65979399/15058212212
51488497,舌尖陕西biangbiang面（江南路店）,鄞州区江南路544号1-8-2室,餐饮,小吃快餐,浙江省,宁波,鄞州区,0574-87459083/13957499692
4839190,第1佳大鸡排（周巷食品城店）,慈溪市周巷兴业南路62号（食品城华润万家往南10米）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,13429388097
138699479,ELEPHANT小象西班牙餐厅&红酒吧（和义大道店）,海曙区和义大道C区1042号（状元楼酒店和pizzapino中间）,餐饮,西餐,浙江省,宁波,海曙区,0574-81851288
6637060,佳利麻辣香锅,宁海县人民大道28号（乐购对面）,餐饮,宁海香锅烤鱼,浙江省,宁波,宁海县,0574-65175066
6560129,羊入虎口·专注烤羊腿八年门店,鄞州区箕漕街49号（地铁:距江厦桥东站约349米）,餐饮,烧烤烤串,浙江省,宁波,鄞州区,0574-87452597
1491282315,布朗熊与可妮兔,海曙区高桥镇新丰路888号恒一广场一楼1-26号,餐饮,饮品店,浙江省,宁波,海曙区,13616885450
5935836,烤鱼大王,慈溪市观海卫三北中路688号（广义路路口“老地方”隔壁）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,0574-58984335/15924365205
40708043,陈家酸汤鱼锅（胜山路店）,余姚市胜山路129号,餐饮,余姚云贵菜,浙江省,宁波,余姚市,0574-62352200
1942106225,老渔夫蟹煲（通达路店）,海曙区通达路415号南苑E家旁边,餐饮,江河湖海鲜,浙江省,宁波,海曙区,17706692809/13947070792
2579134,咔咔工坊,余姚市西石山南路11-1号,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,0574-62803227
6935147,豪大大鸡排（华山小区店）,北仑区新大路297号（星程天兴酒店旁）,餐饮,小吃快餐,浙江省,宁波,北仑区,15067471102
184655613,奶牛侠,鄞州区东郊路123弄62号,餐饮,生日蛋糕,浙江省,宁波,鄞州区,13567903487
847248,拉那巴米（鄞州万达店）,鄞州区四明中路999号鄞州万达广场1楼5号门,餐饮,生日蛋糕,浙江省,宁波,鄞州区,0574-88086126/17758217925
41285944,清心素缘素食自助,海曙区香雪路1281号（集士港公园正对面）,餐饮,自助餐,浙江省,宁波,海曙区,13777001885
517080148,枫·日式料理,海曙区西门口卖鱼路18-1号,餐饮,日本菜,浙江省,宁波,海曙区,15105740399
42185834,Candy Love糖果·爱手工糖果,慈溪市三北西大街1555号，保利MALL2楼（小猫钓鱼对面美食街通道处）,餐饮,慈溪食品保健,浙江省,宁波,慈溪市,13912339336
40282629,小晟烘焙,慈溪市大通中路303号埋沟桥往东150米,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13486012822
974011084,辣城衢家（港隆广场店）,鄞州区港隆广场6号楼,餐饮,江浙菜,浙江省,宁波,鄞州区,13957480186
6110207,杭州湾环球酒店,慈溪市环城南路288号,餐饮,慈溪自助餐,浙江省,宁波,慈溪市,0574-63876015/63723456-6015
4630427,王甜品是甜品王,慈溪市上林坊虎屿街77号-79号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-63817615/13486462942
193134784,袍哥美蛙鱼头火锅（东部银泰城店）,鄞州区中山东路2266号东部银泰城4楼,餐饮,火锅,浙江省,宁波,鄞州区,0574-88237731
41559582,楊國福麻辣烫（北仑大润发店）,北仑区新大路1350-1358号,餐饮,小吃快餐,浙江省,宁波,北仑区,13989301042
6211157,胖子特色烤鱼（周巷店）,慈溪市慈溪市周巷镇开发路715号碧塔海往西300米（山东烤全羊隔壁）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,15268440463
553751805,有心德粤星餐厅,鄞州区丰泽路与江宁路交叉口长丰悦邻汇4楼,餐饮,粤港菜,浙江省,宁波,鄞州区,18067151773
40628780,重庆鸡公煲（联丰店）,海曙区藕缆桥联丰中路433-4号（满堂红川菜隔壁）,餐饮,川湘菜,浙江省,宁波,海曙区,0574-88252380/15397254798
41757404,高麦卷饼王（鼓楼店）,海曙区公园路72号（鼓楼臭豆腐店旁边）,餐饮,小吃快餐,浙江省,宁波,海曙区,13586792282
857787269,辛辣货卤味鸭脖（开明街店）,海曙区新街六号驰古美发沙龙对面,餐饮,小吃快餐,浙江省,宁波,海曙区,15824231439
5881234,华莱士（大碶店）,北仑区人民南路194号（新江厦西门对面）,餐饮,西餐,浙江省,宁波,北仑区,0574-26886361
6595370,六月云咖啡,慈溪市教场山路198号（华润万家西门往北200米）,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,0574-63893609
169089622,老铁烤肉（北仑店）,北仑区人民北路398号（铭汇楼下）,餐饮,中式烧烤/烤串,浙江省,宁波,北仑区,15258112330/18246523193
5796953,农家地锅鸡,慈溪市周巷振工路与329国道交叉口往西50米（万佳商务酒店对面）,餐饮,慈溪特色菜,浙江省,宁波,慈溪市,13957450483
40881613,天云蛋糕,慈溪市周巷开发路平王菜市场门口（卓立集团对面）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13819886158
158919224,秋山居酒屋（鄞州万达店）,鄞州区麟寓路20号(万达广场北1号门对面),餐饮,日本菜,浙江省,宁波,鄞州区,15867839279
121016485,幸福西饼生日蛋糕（环城南路店）,鄞州区环城南路东段1057号三楼303（世纪汽车城后身）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,0574-87080595/13826497682
6308368,源沣鲜果（华山路店）,北仑区华山路295-297号（加贝超市正对面）,餐饮,外卖,浙江省,宁波,北仑区,0574-26852288
51318270,忆暹罗·金泰国餐厅（1844店）,海曙区和义路102弄1号1844艺术生活广场F107-F203（靠近江边）,餐饮,东南亚菜,浙江省,宁波,海曙区,0574-87785689
6533070,OBSESS欧贝斯蛋糕（岳林广场店）,奉化市岳林街道岳林东路17-12号,餐饮,奉化生日蛋糕,浙江省,宁波,奉化市,15867552533
5978790,美丸美料,慈溪市观海卫路嘉润国际广场3楼（嘉润购物中心<3-216>室）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,13777981481
1657416307,至甄坊·药膳汤罐,海曙区大来街29-31号,餐饮,小吃快餐,浙江省,宁波,海曙区,18959398327
6478311,重庆鸡公煲·八味烤鱼（世纪金源广场店）,慈溪市金源大道杭州湾新区世纪金源购物中心4楼中庭北侧,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市金源大道杭州湾新区,13777982947
4058958,红火飞扬老汤面疙瘩（周巷店）,慈溪市大通中路61号,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,13958393911
664953728,三十六道衢州菜,北仑区博地影秀城家庭馆6楼（家乡食谱内）,餐饮,江浙菜,浙江省,宁波,北仑区,15906589979
6248726,一起约茶（嘉润店）,慈溪市观海卫路608号嘉润购物中心3-46、3-47室,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,13958266798
5750551,朴家的韩式烤肉,北仑区渭河路82号（世贸湾二期东门旁）,餐饮,烧烤烤串,浙江省,宁波,北仑区,0574-86898818
1237287420,Mr.FOUR.四厨先生,鄞州区徐戎路39号集盒广场内,餐饮,川湘菜,浙江省,宁波,鄞州区,13566080046
41730146,金港大酒店中餐厅,江北区扬善路51号金港大酒店4楼,餐饮,江浙菜,浙江省,宁波,江北区,0574-87030777/87030759
2750313,喔爸韩国料理（新大路店）,北仑区大碶街道新大路1420号,餐饮,日韩料理,浙江省,宁波,北仑区,15824511780
165851203,古京·臻致料理,海曙区镇明路528号,餐饮,自助餐,浙江省,宁波,海曙区,0574-87257520/15990531818
1856651,欧焙蛋糕（东裕店）,鄞州区东裕路379号（东裕小学东门对面）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,0574-88125117/13429355840
2563785,忠记潮州海鲜粥,余姚市文山路188-8号（子陵中学斜对面）,餐饮,余姚小吃快餐,浙江省,宁波,余姚市,0574-62508088/15888536028
1484154187,釜牛烤肉,鄞州区大步街廨院巷3号,餐饮,烧烤烤串,浙江省,宁波,鄞州区,13238897878
4546713,国平蛋糕,慈溪市宗汉镇新华街191号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-23701715
6941970,小时光面包诱惑（嘉润国际店）,慈溪市观海卫路嘉润国际广场一楼（建设银行旁边）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,15381963173/15058058829
555100071,晨间厨房（宁波华侨城店）,鄞州区东柳街道中兴路675号（优家玛特超市2-31）,餐饮,小吃快餐,浙江省,宁波,鄞州区,0574-56216656
50747723,广东烧烤（宝山路店）,北仑区大碶街道宝山路136号,餐饮,烧烤烤串,浙江省,宁波,北仑区,17757062817
50975494,芋圆糖水铺,宁海县银河路218号（宁海电大斜对面）,餐饮,宁海面包甜点,浙江省,宁波,宁海县,15257460215
1128661557,瓦记米粉（鼓楼店）,海曙区三江购物(呼童街店)55号临,餐饮,小吃快餐,浙江省,宁波,海曙区,13777037706
52174673,源沣水果（宝山路店）,北仑区新碶街道宝山路131号B幢131号,餐饮,外卖,浙江省,宁波,北仑区,0574-26881822
6572791,搜仙大虾,宁海县银河路358号,餐饮,宁海江河湖海鲜,浙江省,宁波,宁海县,13605746818
195612197,名屋小酢日式炸物文艺烧烤,鄞州区福明街道安顺路79号088幢1-24,餐饮,小吃快餐,浙江省,宁波,鄞州区,13757414082
847096,秋田日本料理（余姚店）,余姚市南滨江路178号（走酒店外面电梯2楼）,餐饮,余姚日本菜,浙江省,宁波,余姚市,13857494287
5332829,米妞烘焙,慈溪市慈溪市马潭南路中心小学斜对面（中心小学对面）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13967812506
1327555504,半岛·美食美酒下午茶（宝龙广场店）,鄞州区钱湖北路宝龙广场C馆一楼（COMMUNE旁边）,餐饮,特色菜,浙江省,宁波,鄞州区,0574-88266680/18042299908
42293714,香港村蛋糕店,鄞州区启明南路与镇东路交叉口西南角（东兴菜场旁）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,15088804498/15058402368
4491897,New寿司（宁南北路店）,鄞州区钟公庙街道长丰二村55幢街面第14间,餐饮,日本菜,浙江省,宁波,鄞州区,13056912003/13248619771
169089622,老铁烤肉（北仑店）,北仑区人民北路398号（铭汇楼下）,餐饮,中式烧烤/烤串,浙江省,宁波,北仑区,15258112330/18246523193
40171541,粮全其美（掌起店）,慈溪市掌起镇镇中路277号（近掌起中心幼儿园）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,15988683886
6974614,少年派（姜山店）,鄞州区姜山镇人民中路280号（克莉丝汀附近）,餐饮,小吃快餐,浙江省,宁波,鄞州区,0574-83004907/18858039162
158919224,秋山居酒屋（鄞州万达店）,鄞州区麟寓路20号(万达广场北1号门对面),餐饮,日本菜,浙江省,宁波,鄞州区,15867839279
41402429,新鲜骨头饭（城下路店）,余姚市城下路8-1号,餐饮,余姚小吃快餐,浙江省,宁波,余姚市,17858873000
42396511,乡村地锅鸡,慈溪市环城北路交通警察局对面,餐饮,慈溪特色菜,浙江省,宁波,慈溪市,18268588638
51318270,忆暹罗·金泰国餐厅（1844店）,海曙区和义路102弄1号1844艺术生活广场F107-F203（靠近江边）,餐饮,东南亚菜,浙江省,宁波,海曙区,0574-87785689
6104272,陕西正宗美食,慈溪市青少年宫路24号,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,15267816317/15267816163
5656355,金冠爱心烘焙坊（匡堰店）,慈溪市匡堰镇匡堰大道111-113号（原爱心园）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13667016189/0574-63530197
810642904,祥和川菜馆·龙虾（达升路店）,鄞州区达升路5号,餐饮,川湘菜,浙江省,宁波,鄞州区,13884423518
4461971,麦诺烘焙,慈溪市掌起镇环城南路605号（掌起中心小学对面）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-63776211
40005143,金冠爱心烘培坊,慈溪市樟新南路947号（肯德基北10米路东）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-63501237
1858247,宁海饭店,江北区风华路38弄252号（路林市场内）,餐饮,江浙菜,浙江省,宁波,江北区,0574-87610088
51102812,缙云烧饼（江南一品店）,鄞州区杨木碶路江南一品美食城内（305公寓旁）,餐饮,小吃快餐,浙江省,宁波,鄞州区,15990590340
5631553,古镇蒋家菜,奉化市溪口镇中兴西路175号（溪口宾馆对面）,餐饮,奉化江浙菜,浙江省,宁波,奉化市,0574-88873658
4867095,晓琦农家菜馆·地道农家菜,鄞州区陶公路陶公村521号（陶公山景区门口）,餐饮,江浙菜,浙江省,宁波,鄞州区,13738821576
4938802,蜜菓蜜制鮮饮（城隍庙店）,慈溪市观海卫镇观海卫市场东路5号,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,13858306042
2648338,生生缘烘焙工坊,宁海县跃龙街道兴宁中路296号（大观园内）,餐饮,宁海生日蛋糕,浙江省,宁波,宁海县,13806659577
157094737,老宁波1381餐厅（宏泰广场店）,鄞州区宁穿路1462号宏泰广场北区2幢F101、F201商铺,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-87158388
1490124,新余姚面馆（南二环店）,慈溪市南二环东路745号,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,0574-63104177
5329870,后宫私人烘焙,慈溪市浒山街道上林坊5号楼龙兴街104#,餐饮,慈溪面包甜点,浙江省,宁波,慈溪市,15606691560
192595113,酒食（箕漕街店）,鄞州区箕漕街57号,餐饮,日本菜,浙江省,宁波,鄞州区,18100149775
4115146,张记烤鱼（长河店）,慈溪市长河镇南大路102号金小路路口（长河花坛往西四五百米）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,18356245737/18105847142
6042788,广东烧鸭面（南央路店）,慈溪市观海卫镇南央路22号,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,15168128308
113779082,小时候焗海鲜（海曙亚细亚店）,海曙区药行街169号亚细亚商城A座6楼（K馆旁）,餐饮,江河湖海鲜,浙江省,宁波,海曙区,18967874177
5208023,甬王阳澄湖大闸蟹,江北区永丰北路139弄东方威尼斯东大门26号,餐饮,大闸蟹,浙江省,宁波,江北区,18957465831
5646344,舟山海鲜专卖店（金一路店）,慈溪市金一路478号（虞波广场慈吉幼儿园斜对面）,餐饮,慈溪食品保健,浙江省,宁波,慈溪市,0574-63103433
1012561086,买买提烤羊,江北区人民路老外滩86号（肯德基对面）,餐饮,新疆菜,浙江省,宁波,江北区,13958216281/0574-87595859
3272665,小城餐厅,慈溪市观海卫镇广义路455号（恒丰宾馆楼下）,餐饮,慈溪其他美食,浙江省,宁波,慈溪市,0574-63615177
4387134,爱心园（掌起店）,慈溪市掌起镇横街546-550号（公交站）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-63776581/15990220162
72784139,ELEPHANT小象西班牙餐厅&红酒吧（钱湖天地店）,鄞州区钱湖北路钱湖天地钱丰巷8号（必胜客宅急送旁）,餐饮,西餐,浙江省,宁波,鄞州区,0574-88397379
42357955,普罗旺司（庵东店）,慈溪市庵东镇邮电路352号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-63488231
40112640,老友记黄焖鸡米饭,慈溪市金泰街63号（海川大道与金源大道交叉口西北角）,餐饮,慈溪小吃快餐,浙江省,宁波,慈溪市,18968399815
1246689447,石浦开元海鲜世家壹号渔港,象山县皇城大道1号石浦开元大酒店二楼(内有大型停车场),餐饮,象山江河湖海鲜,浙江省,宁波,象山县,0574-65619777/13958223167
6128648,爱心园（桥头店）,慈溪市桥头镇吴山南路713号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,17357471039
6038705,程程私家烘焙,海曙区石碶街道雍景苑雍景街42号,餐饮,生日蛋糕,浙江省,宁波,海曙区,13685712005
194705958,在木星,鄞州区德厚街258号,餐饮,西餐,浙江省,宁波,鄞州区,13586519246
51928290,东北特色铁锅炖,江北区环城北路东段856号（怡江新村）,餐饮,东北菜,浙江省,宁波,江北区,0574-27850807
42965873,士百士,北仑区凤洋二路501号,餐饮,小吃快餐,浙江省,宁波,北仑区,0574-26890307
1772805470,2026 花艺私房餐厅,慈溪市人和路35号,餐饮,慈溪西餐,浙江省,宁波,慈溪市,0574-87185881
4904437,新知川菜馆（青林湾店）,海曙区青林湾街21码头美食城69号（青林湾街口）,餐饮,川湘菜,浙江省,宁波,海曙区,0574-83012453
4239475,麦香园蛋糕（宗汉店）,慈溪市宗汉街道新华路187号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13586727195
5653467,阿定饭店,镇海区澥浦镇汇源路77号,餐饮,江浙菜,浙江省,宁波,镇海区,13738874889
42394452,N多寿司,慈溪市慈溪古塘街道华胜路6号（古塘街道城管办对面）,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,13805813177
851197,天宫庄园西江古村,鄞州区首南东路天宫庄园西江古村222号,餐饮,特色菜,浙江省,宁波,鄞州区,0574-88381717
101582583,司大川菜,鄞州区聚贤路716号（前程智慧城）,餐饮,川湘菜,浙江省,宁波,鄞州区,13486651060
6438168,老北京涮羊肉（文山路店）,余姚市文山路286号（白金翰宫西首）,餐饮,余姚火锅,浙江省,宁波,余姚市,0574-62623369/18868606898
4460306,富贵轩,镇海区庄市宁大步行街7幢130号,餐饮,川湘菜,浙江省,宁波,镇海区,13454785620
94458730,倪阿姨精致私家菜（万达江北店）,江北区江北大道万达商业广场金街160号（万达宝庆路入口处）,餐饮,江浙菜,浙江省,宁波,江北区,0574-87276353
50927614,兄弟烤鱼（庵东店）,慈溪市庵东镇市场路47号（农业银行往南10米路东）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,13626742642
42334498,嘴爱！时尚烘培,慈溪市杨梅大道22号（横河钟楼对面）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,18668178233
1698567279,ELEPHANT小象西餐&烘焙（文化广场店）,鄞州区鄞州区中山东路1999号文化广场9幢1楼（海味世家旁）,餐饮,西餐,浙江省,宁波,鄞州区,0574-87212877
41502204,MY.girl蜜菓（镇中路店）,慈溪市掌起镇镇中路333号（中心幼儿园往南，农业银行ATM旁）,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,13705744742
1616217691,礼舍·和牛火锅料理,海曙区盛园巷69号（德叔衢州菜旁）,餐饮,火锅,浙江省,宁波,海曙区,0574-87221208
51710001,衢州土菜馆（洪塘店）,江北区洪塘中路294号,餐饮,特色菜,浙江省,宁波,江北区,15669133319
4139976,巫山烤全鱼（杨梅大道店）,慈溪市杨梅大道197号（益民大药店旁）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,15968471222
174886479,藏堇居酒屋（万达店）,鄞州区钟公庙街道后庙路267号,餐饮,日本菜,浙江省,宁波,鄞州区,13857869084
41906568,贝思烘焙,慈溪市大众路836号,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,13355911051/15824500297
5964883,福好来私房菜,海曙区集仕港香雪路1277号（集仕港公园对面，领秀熙城）,餐饮,特色菜,浙江省,宁波,海曙区,15888542428
179259527,涌觅名灶·平价海鲜宁波菜,鄞州区江澄北路455号国际航运中心对面宁兴财富广场,餐饮,江浙菜,浙江省,宁波,鄞州区,0574-88328656
5580779,蜜菓（天元店）,慈溪市天元大道17号,餐饮,慈溪饮品店,浙江省,宁波,慈溪市,13805823086
5938434,欧尚面包坊,余姚市体育场路56号（舜北公园对面）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,15205840900
85586615,有渔来了·衢州农家菜（环城西路店）,海曙区环城西路北段299号（近枫华丽致酒店，近市检察院）,餐饮,特色菜,浙江省,宁波,海曙区,0574-81858130
40258086,停筑的青春,江北区宁大商贸街城市公寓商铺6号（新龙门网吧对面）,餐饮,生日蛋糕,浙江省,宁波,江北区,15906590998
6133690,欧贝拉（长河店）,慈溪市慈溪长河镇长河东街53号（华润超市南面）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,17757830560
85586615,有渔来了·衢州农家菜（环城西路店）,海曙区环城西路北段299号（近枫华丽致酒店，近市检察院）,餐饮,特色菜,浙江省,宁波,海曙区,0574-81858130
1857470,觅物甜品（镇海店）,镇海区镇海招宝山人民路73号招宝广场内,餐饮,面包甜点,浙江省,宁波,镇海区,0574-86666000
40894756,哆吉客（匡堰店）,慈溪市匡堰镇匡堰大道169-171号（鸿星尔克与港洲造型中间）,餐饮,慈溪西餐,浙江省,宁波,慈溪市,0574-63533321
1579113300,西域情·西北菜（绿地缤纷城店）,江北区桃渡路1-3号绿地中心3号楼4楼3-411号,餐饮,西北菜,浙江省,宁波,江北区,13567912816
6917360,横河房记烤鱼,慈溪市横河镇中兴路43号,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,18858256312
4829189,强记烤鱼,慈溪市教场山东路119号,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,15355139869
195202700,093日料,北仑区宝山路521号悦公馆,餐饮,日本菜,浙江省,宁波,北仑区,0574-86823830
4415964,开化野鱼馆,慈溪市南二环东路1298号2楼锦田汽车旁,餐饮,慈溪江浙菜,浙江省,宁波,慈溪市,18967858777
6907690,夏洛蒂私家蛋糕店,余姚市南河沿路河10-13号（河姆渡国际花园北门往东50米）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,13221934818
194705958,在木星,鄞州区德厚街258号,餐饮,西餐,浙江省,宁波,鄞州区,13586519246
4155755,阿三饭店.始于1984（昌兴路店）,镇海区昌兴路68号,餐饮,江浙菜,浙江省,宁波,镇海区,0574-86571717
2579965,H2面包工坊,镇海区招宝山街道人民路69号,餐饮,生日蛋糕,浙江省,宁波,镇海区,0574-86295050/13732187472
1772805470,2026 花艺私房餐厅,慈溪市人和路35号,餐饮,慈溪西餐,浙江省,宁波,慈溪市,0574-87185881
6921280,秋田日本料理（环城南路店）,慈溪市环城南路288号（杭州湾环球酒店二楼）,餐饮,慈溪日本菜,浙江省,宁波,慈溪市,0574-63876026
6816498,川德时尚自助火锅,北仑区大契沿河路11-17号,餐饮,火锅,浙江省,宁波,北仑区,18581397135/15867309666
90234005,小时候焗海鲜（鄞州万达店）,鄞州区麟寓路12号（石浦大酒店马路对面）,餐饮,江河湖海鲜,浙江省,宁波,鄞州区,18067502797
41370421,众兴胖胖熟鹅,海曙区西湾路200号,餐饮,小吃快餐,浙江省,宁波,海曙区,15057980570
42255271,辣妹子川菜,鄞州区钟公庙菜场路362号,餐饮,川湘菜,浙江省,宁波,鄞州区,18358491408
1819279315,Le Resto·悦芫法国餐厅,江北区大庆南路31号,餐饮,西餐,浙江省,宁波,江北区,15058412664
1857767,蒋兴溪口农家饭店,奉化市百丈路20弄1幢12号,餐饮,奉化特色菜,浙江省,宁波,奉化市,0574-88851057
5080085,8586烘焙坊,鄞州区梅景路578号（梅江南苑小区沿街商铺）,餐饮,生日蛋糕,浙江省,宁波,鄞州区,15257896021/15058055689
178875908,溪涧別院·特色农家菜,鄞州区东钱湖旅游度假区005县道东村茶亭新村1号,餐饮,特色菜,浙江省,宁波,鄞州区,13819834567
2869407,李记盱眙龙虾馆,镇海区庄市街道西陆路20号楼104室,餐饮,江浙菜,浙江省,宁波,镇海区,15606617111
6882621,司丹尔（莱熏店）,象山县莱熏路76号,餐饮,象山生日蛋糕,浙江省,宁波,象山县,0574-65083159
848037,世纪蕉叶,海曙区马园路238号（妇儿医院旁）,餐饮,东南亚菜,浙江省,宁波,海曙区,0574-87155833/87155922
42045270,百思味黄焖鸡米饭（永达店）,鄞州区永达路192号（近金纬宾馆）,餐饮,小吃快餐,浙江省,宁波,鄞州区,18395859632
4622370,吉家蛋糕,鄞州区民安路142号,餐饮,生日蛋糕,浙江省,宁波,鄞州区,15990293566
194375737,象隐·地道曼谷料理（亚细亚店）,海曙区药行街亚细亚75MALLA座3楼,餐饮,东南亚菜,浙江省,宁波,海曙区,0574-88353656
41407792,味道小厨,海曙区商贸路德馨园38号,餐饮,香锅烤鱼,浙江省,宁波,海曙区,13362475875
6288634,闽香包（新江路店）,慈溪市新江路531号（西门菜市场）,餐饮,慈溪生日蛋糕,浙江省,宁波,慈溪市,0574-63804038/15888047080
178875908,溪涧別院·特色农家菜,鄞州区东钱湖旅游度假区005县道东村茶亭新村1号,餐饮,特色菜,浙江省,宁波,鄞州区,13819834567
42104632,黄焖鸡米饭（联丰店）,海曙区高桥镇藕缆桥村西路7号一楼店面房东起第三间,餐饮,小吃快餐,浙江省,宁波,海曙区,13295741750
52498,石浦福临门渔港,鄞州区惊驾路369号,餐饮,江河湖海鲜,浙江省,宁波,鄞州区,0574-87779188
191977228,康得思酒店 · 明阁MING COURT,鄞州区沙山路28号,餐饮,粤港菜,浙江省,宁波,鄞州区,0574-56668888
4997491,炉山人家,北仑区庐山中路66号（庐山中路与人民北路交叉口）,餐饮,江浙菜,浙江省,宁波,北仑区,0574-86107893/13957881229
4859888,古师烤鱼,慈溪市观海卫镇师桥务本里路13号（师桥阿杰牛味馆）,餐饮,慈溪香锅烤鱼,浙江省,宁波,慈溪市,15906540807/15867239203
848037,世纪蕉叶,海曙区马园路238号（妇儿医院旁）,餐饮,东南亚菜,浙江省,宁波,海曙区,0574-87155833/87155922
4190223,麦香村蛋糕房（新建北路店）,余姚市新建北路544号（近北站）,餐饮,余姚生日蛋糕,浙江省,宁波,余姚市,15669176627/18969436669
